tokens,objects,attributes,relations,relations_per_object,attributes_per_object,noun_chunks,noun_chunks_per_prompt,adjectives_per_noun_chunk,prep_phrases,conjunctions,dependency_depth,atoms_per_20_tokens,objects_per_20_tokens,attributes_per_20_tokens,relations_per_20_tokens,dataset,prompt_index,prompt
53,21,5,18,0.8571428571428571,0.23809523809523808,17,17,0.29411764705882354,9,0,7,16.60377358490566,7.924528301886793,1.8867924528301887,6.792452830188679,LongT2IBench,370,"A quaint village nestles in a valley surrounded by rolling hills. Cobblestone streets wind through charming cottages. A gentle stream flows past a stone bridge. Villagers gather at a market, selling handmade crafts. Birds chirp from the trees, adding melody to the peaceful morning. The sky is painted with soft hues of dawn."
53,19,5,18,0.9473684210526315,0.2631578947368421,17,17,0.29411764705882354,9,1,7,15.849056603773587,7.169811320754716,1.8867924528301887,6.792452830188679,LongT2IBench,371,"An ancient library, bathed in golden light, houses towering shelves filled with books. Dust motes float lazily in the air. A large table stands in the center, covered with scrolls and quills. A cat sleeps atop a pile of manuscripts. Shadows flicker as a fire crackles in the fireplace, creating a cozy ambiance."
56,23,4,14,0.6086956521739131,0.17391304347826086,17,17,0.23529411764705882,8,1,7,14.642857142857142,8.214285714285714,1.4285714285714284,5.0,LongT2IBench,372,"A serene beach stretches along a turquoise sea, where white waves gently lap at the shore. Palm trees sway in the ocean breeze, casting shadows on golden sand. A hammock swings between two trees, inviting relaxation. Seashells are scattered along the water's edge, glistening in the sunlight. The sky is a canvas of pastel colors."
56,22,3,18,0.8181818181818182,0.13636363636363635,17,17,0.17647058823529413,7,0,7,15.357142857142858,7.857142857142857,1.0714285714285714,6.428571428571429,LongT2IBench,373,"In a bustling city, skyscrapers reach toward the sky, reflecting the glow of neon lights. Streets are alive with people walking briskly, their silhouettes blending into the night. Cars zip past, their headlights illuminating rain-slicked roads. A musician plays saxophone on a corner, adding jazz notes to the city's rhythm. Billboards display vibrant advertisements."
56,20,7,14,0.7,0.35,14,14,0.5,4,1,6,14.642857142857142,7.142857142857143,2.5,5.0,LongT2IBench,374,"A tranquil Japanese garden features a koi pond surrounded by blooming cherry trees. Stone lanterns stand near the water's edge, casting soft light. A wooden bridge arches over the pond, while colorful koi swim below. Bamboo stalks sway gently in the breeze, adding a rustling sound. The sky above is clear, enhancing the serene ambiance."
54,20,8,14,0.7,0.4,16,16,0.5,7,1,6,15.555555555555555,7.4074074074074066,2.962962962962963,5.185185185185185,LongT2IBench,375,"An enchanted forest is bathed in moonlight, where ancient trees stand tall. Fireflies dance around a shimmering pond, casting reflections on the water. Moss-covered rocks form a natural bridge over the pond. A gentle mist swirls in the cool night air, adding mystery to the serene landscape. Stars twinkle in the sky above."
53,21,9,14,0.6666666666666666,0.42857142857142855,16,16,0.5625,6,1,6,16.60377358490566,7.924528301886793,3.3962264150943393,5.283018867924528,LongT2IBench,376,"A bustling marketplace thrives under the bright sun, with colorful stalls lining the cobblestone street. Vendors shout their wares, drawing in curious shoppers. Fresh produce and vibrant flowers overflow from wooden crates. Children play near a fountain, splashing water fills the air. A distant church bell rings, adding charm to the lively scene."
50,16,5,14,0.875,0.3125,15,15,0.3333333333333333,7,2,8,14.0,6.4,2.0,5.6000000000000005,LongT2IBench,377,"A peaceful library is filled with wooden shelves, where books of various sizes and colors are neatly arranged. A cozy armchair sits by a large window, through which sunlight streams. A cat naps on the armchair, basking in warmth. A clock ticks softly on the wall, completing the tranquil atmosphere."
64,23,8,18,0.782608695652174,0.34782608695652173,19,19,0.42105263157894735,11,0,6,15.3125,7.1875,2.5,5.625,LongT2IBench,378,"In a cozy mountain cabin, a crackling fireplace illuminates the rustic wooden interior. A plush rug lies in front of the fire, with an armchair beside it. A window reveals snow-capped peaks under a starry night sky. A steaming cup of tea rests on a small table, inviting warmth amidst the chilly air. A guitar leans against the wall, ready for a tune."
54,18,6,17,0.9444444444444444,0.3333333333333333,14,14,0.42857142857142855,10,1,6,15.185185185185187,6.666666666666666,2.2222222222222223,6.296296296296297,LongT2IBench,379,"In a vibrant coral reef, schools of colorful fish swim gracefully among swaying seaweed. Brightly colored coral formations are scattered throughout the seabed. A turtle glides gently over the reef, while a group of small crabs scuttle across the sand. Sunlight filters down through the clear water, casting dappled patterns on the ocean floor."
48,21,7,12,0.5714285714285714,0.3333333333333333,15,15,0.4666666666666667,7,1,5,16.666666666666668,8.75,2.916666666666667,5.0,LongT2IBench,380,"In a bustling city square, pigeons flutter around a statue, while people stroll across the cobbled ground. Bright umbrellas shade tables of a nearby café. A street musician plays a cheerful tune, drawing smiles from passersby. Colorful banners hang from lamp posts, adding vibrancy to the urban scene."
57,20,7,15,0.75,0.35,17,17,0.4117647058823529,9,1,6,14.736842105263158,7.017543859649122,2.4561403508771926,5.263157894736842,LongT2IBench,381,"In a serene meadow, wildflowers bloom in a riot of colors, swaying gently in the breeze. A narrow brook winds through the grass, reflecting the clear blue sky above. Butterflies dance over the petals, their wings shimmering in the sunlight. A wooden bridge arches over the brook, connecting two trails lined with lush greenery and tall trees."
88,31,13,23,0.7419354838709677,0.41935483870967744,26,26,0.5,10,1,7,15.227272727272727,7.045454545454546,2.9545454545454546,5.227272727272727,LongT2IBench,382,"In a tranquil Japanese garden, cherry blossoms flutter in the gentle breeze, their pink petals creating a delicate carpet on the ground. A serene koi pond reflects the vibrant colors of the surrounding foliage. A stone lantern stands near the pond, casting soft shadows. A wooden bridge arches gracefully over the water, connecting two paths lined with bamboo. A solitary bench offers a quiet spot for meditation, overlooking the peaceful scene. The sound of trickling water from a small fountain enhances the calming atmosphere, inviting relaxation and contemplation."
57,22,6,14,0.6363636363636364,0.2727272727272727,18,18,0.3333333333333333,6,0,8,14.736842105263158,7.719298245614034,2.1052631578947367,4.912280701754385,LongT2IBench,383,"In a vibrant carnival, a carousel spins with ornate horses, their colors vivid under string lights. Nearby, a popcorn stand emanates a buttery aroma, attracting visitors. A juggler tosses bright balls into the air, catching the attention of a crowd gathered around. Ferris wheel lights twinkle against the evening sky, creating a magical atmosphere that enchants everyone."
62,21,4,21,1.0,0.19047619047619047,18,18,0.2222222222222222,9,1,7,14.838709677419356,6.774193548387096,1.2903225806451613,6.774193548387096,LongT2IBench,384,"In a cozy library, shelves are lined with leather-bound books, their spines embossed with gold lettering. A vintage globe sits on a mahogany desk, illuminated by a soft lamp. A cat naps lazily in a sunbeam that streams through a stained glass window, casting colorful shadows across the room. A plush armchair invites readers to sit and lose themselves in stories."
62,18,7,21,1.1666666666666667,0.3888888888888889,18,18,0.3888888888888889,10,1,9,14.838709677419356,5.806451612903226,2.258064516129032,6.774193548387096,LongT2IBench,385,"In an artist's studio, canvases are propped against a wall, splattered with vibrant paint. An easel holds a half-finished portrait, capturing the light from a large window. Brushes lie scattered across a wooden table, next to jars filled with colorful pigments. A cat sits on a stool, watching the artist as they work on the piece, surrounded by creative chaos."
63,23,9,16,0.6956521739130435,0.391304347826087,21,21,0.42857142857142855,5,1,6,15.238095238095237,7.301587301587301,2.8571428571428568,5.079365079365079,LongT2IBench,386,"In a bustling city street, food trucks line the sidewalk, each offering unique cuisines. A street musician plays a guitar, filling the air with soulful melodies. People gather around, some enjoying the music while others savor delicious dishes. String lights hang above, casting a warm glow over the scene. A large mural adorns a nearby building, adding vibrant colors to the urban landscape."
51,18,3,18,1.0,0.16666666666666666,16,16,0.1875,8,1,9,15.294117647058822,7.058823529411765,1.1764705882352942,7.058823529411765,LongT2IBench,387,"A rustic kitchen features a wooden table covered in flour, where a baker kneads dough. Sunlight streams through a window, illuminating copper pots hanging from hooks. Fresh herbs are scattered on a counter, adding a touch of green to the scene. A cat watches from a corner, intrigued by the activity."
61,21,6,17,0.8095238095238095,0.2857142857142857,20,20,0.3,7,1,8,14.426229508196721,6.885245901639344,1.9672131147540983,5.573770491803279,LongT2IBench,388,"On a tranquil beach, waves lap gently against the shore, their foam creating intricate patterns on the sand. A sailboat glides across the water, its sails catching the breeze. Seagulls soar overhead, casting fleeting shadows. A lighthouse stands tall on a nearby cliff, its light sweeping across the horizon. People stroll along the beach, collecting shells and enjoying the serene atmosphere."
58,22,3,18,0.8181818181818182,0.13636363636363635,18,18,0.16666666666666666,9,1,6,14.827586206896552,7.586206896551724,1.0344827586206897,6.206896551724138,LongT2IBench,389,"A vibrant garden blooms with flowers of every color, attracting bees and butterflies. A stone path meanders through the garden, leading to a quaint gazebo. A fountain bubbles gently, its water sparkling in the sunlight. Birds chirp from the branches of nearby trees, creating a symphony of nature. A couple relaxes on a bench, enjoying the peaceful ambiance."
75,27,12,20,0.7407407407407407,0.4444444444444444,24,24,0.5,9,0,7,15.733333333333333,7.199999999999999,3.2,5.333333333333333,LongT2IBench,390,"In a quaint village square, a bustling market is alive with vibrant stalls displaying fresh produce. An artist paints a picturesque scene, capturing the lively atmosphere on canvas. Children play near a fountain, their laughter mingling with the chatter of vendors. Colorful banners flutter in the breeze, adding festive cheer. A musician strums a guitar, providing a melodic backdrop to the lively exchanges. As the sun sets, warm hues bathe the square, casting long shadows."
61,23,8,17,0.7391304347826086,0.34782608695652173,18,18,0.4444444444444444,10,0,8,15.737704918032787,7.5409836065573765,2.6229508196721314,5.573770491803279,LongT2IBench,391,"In a sunlit forest clearing, deer graze peacefully among wildflowers. A crystal-clear stream flows nearby, its gentle babble harmonizing with birdsong. Ferns sway in the soft breeze, creating a dance of shadows. A fallen tree serves as a perch for a curious fox watching the scene. Butterflies flutter through the air, adding vibrant splashes of color to the serene setting."
54,20,6,16,0.8,0.3,18,18,0.3333333333333333,5,2,7,15.555555555555555,7.4074074074074066,2.2222222222222223,5.925925925925926,LongT2IBench,392,"In a bustling city park, joggers run along a paved path as dogs play nearby. A street artist sketches portraits of passersby, capturing their expressions. A pond reflects the vibrant sky, surrounded by benches where people relax. Children fly kites, their colors bright against the blue sky. Trees provide shade, offering a peaceful retreat."
61,23,7,19,0.8260869565217391,0.30434782608695654,19,19,0.3684210526315789,11,0,8,16.065573770491802,7.5409836065573765,2.2950819672131146,6.229508196721312,LongT2IBench,393,"In a cozy library, tall bookshelves line the walls, filled with books of various colors. A cat naps on a plush armchair near a crackling fireplace. Sunlight streams through large windows, illuminating dust particles in the air. A globe sits on a wooden desk, surrounded by scattered papers. A clock ticks quietly, marking the passage of time in this serene setting."
51,19,4,17,0.8947368421052632,0.21052631578947367,18,18,0.2222222222222222,8,0,7,15.686274509803921,7.450980392156863,1.5686274509803921,6.666666666666666,LongT2IBench,394,"A bustling kitchen is filled with chefs preparing dishes. Pots simmer on stoves, releasing fragrant aromas. Fresh vegetables are chopped on wooden counters, adding color to the scene. A waiter balances plates, moving swiftly between tables. A clock hangs on the wall, its ticking synchronized with the rhythm of the kitchen."
55,18,6,17,0.9444444444444444,0.3333333333333333,16,16,0.375,7,0,5,14.90909090909091,6.545454545454545,2.1818181818181817,6.181818181818182,LongT2IBench,395,"A serene beach scene shows waves gently lapping against the shore. Seagulls soar overhead, casting shadows on the sand. A lone surfer paddles on a board, waiting for the perfect wave. Palm trees sway in a light breeze, creating a rhythmic dance. A sun hangs low in the sky, painting the horizon with warm hues."
55,21,7,16,0.7619047619047619,0.3333333333333333,20,20,0.35,7,2,7,16.0,7.636363636363637,2.545454545454545,5.818181818181818,LongT2IBench,396,"A bustling farmer's market is alive with vibrant stalls selling fresh produce. Vendors chat with customers, exchanging smiles and laughter. Sunlight filters through colorful awnings, casting playful patterns on the ground. A musician strums a guitar, adding a cheerful melody to the atmosphere. Children run between stalls, their faces painted with joy and excitement."
77,29,6,21,0.7241379310344828,0.20689655172413793,24,24,0.25,10,2,7,14.545454545454547,7.532467532467533,1.5584415584415585,5.454545454545454,LongT2IBench,397,"In a tranquil forest, towering trees create a lush canopy that filters sunlight. A gentle stream winds through the underbrush, its waters glistening in the light. Birds chirp melodiously, adding harmony to the serene atmosphere. A deer grazes near the water's edge, undisturbed by the environment. Ferns and wildflowers blanket the forest floor, adding bursts of color amidst the greenery. The air is crisp, filled with the scent of pine and earth, enhancing the peaceful setting."
67,24,6,20,0.8333333333333334,0.25,22,22,0.2727272727272727,9,1,6,14.925373134328359,7.164179104477611,1.7910447761194028,5.970149253731343,LongT2IBench,398,"An elegant ballroom is illuminated by crystal chandeliers, casting shimmering reflections on the polished floor. Couples dance gracefully, moving in sync with the music. A grand piano sits in the corner, its notes filling the air. Tall windows reveal a starlit sky outside. Guests mingle near the buffet, enjoying laughter and conversation. The walls are adorned with ornate tapestries, adding a touch of opulence to the scene."
57,24,6,16,0.6666666666666666,0.25,18,18,0.3333333333333333,10,0,8,16.140350877192983,8.421052631578947,2.1052631578947367,5.614035087719298,LongT2IBench,399,"A vibrant coral reef teems with colorful fish darting through the water. Sea turtles glide gracefully, weaving between coral formations. Sunlight pierces the ocean surface, creating dappled patterns on the sandy seabed. Schools of fish move in harmony, a ballet in the underwater world. The reef is alive with movement, a kaleidoscope of colors beneath the waves."
59,24,7,15,0.625,0.2916666666666667,19,19,0.3684210526315789,5,0,6,15.593220338983052,8.135593220338983,2.3728813559322033,5.084745762711864,LongT2IBench,400,"A bustling city street is alive with activity. Yellow taxis race past towering skyscrapers. Pedestrians cross the road, their footsteps echoing. Street vendors sell colorful fruits, attracting passersby. Neon lights flash above, casting vibrant glows on the sidewalks. A musician plays a saxophone, its notes blending with the urban sounds. The sky is a deep blue, transitioning to night."
75,25,10,23,0.92,0.4,22,22,0.45454545454545453,13,1,7,15.466666666666667,6.666666666666666,2.6666666666666665,6.133333333333333,LongT2IBench,401,"A serene countryside is bathed in the golden light of dawn. Rolling hills stretch into the distance, their slopes covered with lush grass and wildflowers. A dirt path winds through the landscape, leading to an old stone bridge spanning a gentle stream. Birds sing from the branches of nearby trees, their melodies blending with the soft rustle of leaves. A lone farmhouse sits atop a hill, smoke curling from its chimney into the clear sky."
56,21,3,18,0.8571428571428571,0.14285714285714285,16,16,0.1875,7,1,7,15.0,7.5,1.0714285714285714,6.428571428571429,LongT2IBench,402,"A quaint village rests alongside a serene lake, its waters reflecting the pastel hues of the sunset. Wooden boats float gently near a dock, bobbing with the waves. A stone path meanders through the village, lined with flowering bushes. Children play nearby, their laughter echoing. Lanterns hang from doorways, casting a warm glow as dusk settles."
62,22,6,19,0.8636363636363636,0.2727272727272727,20,20,0.3,8,0,7,15.161290322580644,7.096774193548388,1.935483870967742,6.129032258064516,LongT2IBench,403,"An ancient forest is shrouded in mist, the air thick with mystery. Tall trees tower above, their branches interwoven like a natural canopy. A narrow trail winds through the undergrowth, leading to a hidden waterfall. Ferns blanket the forest floor, adding a touch of green. Birds flit between the trees, their calls echoing softly. Sunlight filters through the fog, casting ethereal beams."
62,22,5,19,0.8636363636363636,0.22727272727272727,20,20,0.25,10,1,8,14.838709677419356,7.096774193548388,1.6129032258064515,6.129032258064516,LongT2IBench,404,"A majestic castle stands atop a rocky cliff, overlooking the vast ocean. Waves crash against the base, sending sprays of mist into the air. A bridge connects the castle to lush gardens filled with rose bushes. Seagulls circle above, their cries mingling with the sound of the sea. The sky is painted with shades of orange and pink as the sun sets."
59,20,5,19,0.95,0.25,18,18,0.2777777777777778,10,1,6,14.915254237288135,6.779661016949152,1.694915254237288,6.440677966101695,LongT2IBench,405,"A vast desert stretches under the blazing sun, its sands shimmering with heat. Dunes rise in gentle curves, their surfaces rippled by the wind. A caravan of camels moves slowly across the horizon, silhouettes against the bright sky. An oasis appears in the distance, surrounded by palm trees. The air is dry and hot, carrying the scent of adventure."
69,25,7,22,0.88,0.28,23,23,0.30434782608695654,9,1,9,15.652173913043478,7.246376811594203,2.028985507246377,6.3768115942028984,LongT2IBench,406,"A bustling cityscape sprawls beneath a starry sky, illuminated by the vibrant glow of neon lights. Skyscrapers tower over the streets, their facades reflecting the colorful hues. Cars zip along the roads, leaving trails of light as they move. Pedestrians navigate the sidewalks, their faces lit by smartphone screens. A lively market thrives nearby, filled with vendors selling exotic goods. Music drifts through the air, creating a lively atmosphere."
60,21,5,17,0.8095238095238095,0.23809523809523808,16,16,0.3125,7,2,5,14.333333333333334,7.0,1.6666666666666665,5.666666666666666,LongT2IBench,407,"A tranquil village rests along a winding river, surrounded by rolling hills. The cottages are adorned with ivy and vibrant flowers. A stone bridge arches over the river, reflecting in the clear water below. People stroll leisurely on the cobblestone paths, enjoying the serene ambiance. A painter captures the scene on a canvas, depicting the lush scenery and idyllic lifestyle."
79,28,11,23,0.8214285714285714,0.39285714285714285,24,24,0.4583333333333333,11,2,7,15.696202531645568,7.088607594936709,2.7848101265822782,5.822784810126582,LongT2IBench,408,"In a medieval castle courtyard, knights in shining armor engage in a friendly joust. The sun casts long shadows on the cobblestone ground as spectators cheer from wooden benches. Banners bearing heraldic symbols flutter in the gentle breeze. A falconer stands nearby, a majestic bird perched on his gloved hand. The walls of the castle, adorned with ivy, provide a dramatic backdrop. Musicians play lutes and flutes, their melodies echoing through the stone arches, adding to the lively atmosphere."
69,25,11,18,0.72,0.44,23,23,0.4782608695652174,10,2,6,15.652173913043478,7.246376811594203,3.1884057971014492,5.217391304347826,LongT2IBench,409,"In a bustling kitchen, chefs prepare exquisite dishes with precision. Pots and pans sizzle on the stove, releasing aromatic steam. A colorful array of ingredients lies on the countertops, ready for use. The walls are adorned with culinary awards, showcasing the restaurant's prestige. A large window lets in natural light, highlighting the vibrant colors of the food. The clinking of utensils and soft chatter create a harmonious rhythm."
60,22,5,15,0.6818181818181818,0.22727272727272727,20,20,0.25,9,1,6,14.0,7.333333333333333,1.6666666666666665,5.0,LongT2IBench,410,"A serene beach at sunset where waves gently lap the shore. Seagulls soar above the water, their silhouettes dark against the orange sky. A wooden pier stretches into the sea, creating a pathway to the horizon. People walk along the sand, leaving footprints behind. The colors of the sunset reflect on the water, adding a warm glow to the scene."
63,25,5,19,0.76,0.2,22,22,0.22727272727272727,10,0,6,15.555555555555555,7.936507936507936,1.5873015873015872,6.031746031746032,LongT2IBench,411,"In a bustling city park, joggers move along winding paths lined with trees. A lake reflects the sky, its surface dotted with ducks. Cyclists ride past, their wheels spinning. Families picnic on the grass, enjoying the sunshine. The aroma of fresh popcorn from a nearby vendor fills the air. The vibrant colors of kites flutter in the breeze, adding joy to the atmosphere."
61,20,7,17,0.85,0.35,17,17,0.4117647058823529,7,1,5,14.426229508196721,6.557377049180327,2.2950819672131146,5.573770491803279,LongT2IBench,412,"On a snowy mountain peak, climbers ascend towards the summit, their gear clinking. The sky is a clear blue, contrasting with the white snow. An eagle circles above, surveying the scene. Icicles hang from rocky ledges, glistening in the sunlight. A distant valley stretches below, shrouded in mist. The crisp air carries the scent of pine and adventure, invigorating the senses."
62,22,8,16,0.7272727272727273,0.36363636363636365,22,22,0.36363636363636365,6,3,6,14.838709677419356,7.096774193548388,2.5806451612903225,5.161290322580645,LongT2IBench,413,"In a bustling marketplace, vendors display fresh produce on wooden stalls. Shoppers browse the colorful assortment, examining fruits and vegetables. The air is filled with the scent of spices and herbs. A musician plays a lively tune, adding rhythm to the scene. Children laugh as they chase each other between the stalls. The afternoon sun casts long shadows, creating a warm glow."
91,35,9,26,0.7428571428571429,0.2571428571428571,28,28,0.32142857142857145,14,3,10,15.384615384615385,7.6923076923076925,1.9780219780219779,5.7142857142857135,LongT2IBench,414,"In an ancient library, rows of bookshelves stretch towards the high ceiling, filled with leather-bound volumes. A large wooden table sits in the center, covered with maps and scrolls. Sunlight filters through stained glass windows, casting colorful patterns on the floor. A cat lounges on a window sill, watching the world outside. An old clock ticks quietly, marking the passage of time. A scholar takes notes, deeply immersed in study. The air is thick with the smell of old paper and ink, creating an atmosphere of quiet contemplation and knowledge."
65,27,4,16,0.5925925925925926,0.14814814814814814,21,21,0.19047619047619047,6,1,6,14.461538461538462,8.307692307692308,1.2307692307692308,4.923076923076923,LongT2IBench,415,"In a quaint coastal village, fishing boats bob gently on the water, their nets drying in the sun. Seagulls circle above, their calls echoing across the harbor. Fishermen mend nets, their hands deftly weaving threads. The smell of salt and seaweed fills the air. Colorful houses line the shore, creating a picturesque scene. A lighthouse stands tall, guiding ships safely to port as dusk approaches."
86,34,8,25,0.7352941176470589,0.23529411764705882,28,28,0.2857142857142857,11,1,7,15.58139534883721,7.906976744186046,1.8604651162790697,5.813953488372094,LongT2IBench,416,"In a bustling city street, neon signs flicker above a crowded sidewalk filled with people. Food vendors line the street, their stalls emitting enticing aromas. A jazz band plays on a corner, drawing a small crowd. Skyscrapers tower overhead, their windows reflecting the evening lights. A cyclist weaves through traffic, skillfully avoiding obstacles. Pigeons flutter near a fountain, pecking at crumbs. The air buzzes with the sounds of conversation and distant car horns. A street artist captures the lively scene with vibrant strokes on a canvas."
56,22,6,16,0.7272727272727273,0.2727272727272727,17,17,0.35294117647058826,7,1,6,15.714285714285714,7.857142857142857,2.142857142857143,5.7142857142857135,LongT2IBench,417,"In a serene garden, a stone path winds through blooming flowers of various colors. A wooden bench rests under a cherry tree, its branches heavy with blossoms. Butterflies flutter around, adding life to the tranquil scene. Sunlight dapples the ground, creating patterns of light and shadow. A small pond reflects the sky, completing the idyllic setting."
90,36,9,24,0.6666666666666666,0.25,30,30,0.3,13,4,7,15.333333333333334,8.0,2.0,5.333333333333333,LongT2IBench,418,"In a vibrant carnival, colorful tents line the bustling avenue, each filled with joyful laughter and music. Performers in extravagant costumes juggle flaming torches, their movements fluid and graceful. A Ferris wheel towers over the scene, its lights twinkling against the evening sky. Children ride on a carousel, their faces lit with excitement. Vendors sell cotton candy and popcorn, their voices calling to passersby. Balloons of various colors float above, adding to the festive atmosphere. The air is filled with the scent of sweets and the sound of cheerful melodies."
89,33,9,25,0.7575757575757576,0.2727272727272727,27,27,0.3333333333333333,12,1,7,15.056179775280897,7.415730337078652,2.0224719101123596,5.617977528089888,LongT2IBench,419,"In a tranquil forest clearing, a crystal-clear stream flows gently over smooth stones, creating a soothing melody. Tall trees stand around, their leaves forming a lush canopy. Sunlight filters through branches, casting dappled shadows on the ground. A deer drinks from the stream, its reflection shimmering in the water. Birds chirp melodiously, adding to the serene atmosphere. Wildflowers bloom near the water's edge, their vibrant colors contrasting with the deep greens of the forest. A gentle breeze rustles the leaves, bringing the scent of pine and earth."
71,28,8,21,0.75,0.2857142857142857,22,22,0.36363636363636365,12,0,7,16.056338028169016,7.887323943661971,2.2535211267605635,5.915492957746479,LongT2IBench,420,"In a quaint mountain village, rustic cabins nestle against a backdrop of towering peaks. Smoke curls from chimneys, mingling with the crisp morning air. A narrow path winds through the village, lined with vibrant wildflowers. Villagers in traditional attire gather in the square, engaged in lively conversations. The sky is a brilliant blue, dotted with fluffy clouds that drift lazily. A gentle stream meanders through the valley, reflecting the surrounding beauty."
63,22,7,20,0.9090909090909091,0.3181818181818182,20,20,0.35,13,1,7,15.555555555555555,6.984126984126984,2.2222222222222223,6.349206349206349,LongT2IBench,421,"In a cozy library, shelves filled with books stretch from floor to ceiling. A wooden ladder leans against the shelves, inviting exploration. A plush armchair sits nearby, bathed in warm light from a lamp. A steaming cup of tea rests on a small table, next to a stack of old maps. The air is filled with the scent of aged paper and leather."
77,29,8,21,0.7241379310344828,0.27586206896551724,20,20,0.4,9,0,8,15.064935064935066,7.532467532467533,2.077922077922078,5.454545454545454,LongT2IBench,422,"In a bustling city square, an ornate fountain stands surrounded by pigeons pecking at crumbs. People walk briskly, their footsteps echoing on the paving stones. A street musician plays a violin, its notes mingling with the sound of traffic. Tall buildings tower above, their glass facades reflecting the vibrant street life. A food vendor sells hot pastries from a colorful cart, enticing passersby with the aroma. The sky is overcast, casting a soft light over the scene."
72,27,9,20,0.7407407407407407,0.3333333333333333,21,21,0.42857142857142855,11,0,7,15.555555555555555,7.5,2.5,5.555555555555555,LongT2IBench,423,"In a serene Japanese garden, koi fish glide through a tranquil pond surrounded by vibrant lilies. A curved wooden bridge arches over the water, connecting the stone path. Cherry blossoms float gently in the breeze, adding a delicate touch to the scene. Lanterns hang from branches, casting a soft glow. A stone lantern sits by the pond, its surface worn with age. The air is fragrant with the scent of fresh blooms."
63,26,6,20,0.7692307692307693,0.23076923076923078,22,22,0.2727272727272727,8,1,8,16.507936507936506,8.253968253968253,1.9047619047619047,6.349206349206349,LongT2IBench,424,"In a vibrant marketplace, colorful stalls display an array of fruits. Vendors shout prices, attracting customers. Baskets of oranges and apples sit beside each other. Shoppers browse, holding woven bags. A child enjoys ice cream, its sweetness contrasting with the spicy scent of street food. Banners flutter above the crowd, adding to the lively atmosphere. The sun casts bright light, illuminating the scene."
68,22,7,18,0.8181818181818182,0.3181818181818182,19,19,0.3684210526315789,10,1,7,13.823529411764707,6.470588235294118,2.0588235294117645,5.294117647058823,LongT2IBench,425,"In a bustling harbor, sailboats bob gently on the waves, their sails catching the afternoon light. Seagulls circle above, calling to one another. Fishermen tend to nets on the docks, preparing for the next catch. The water glistens under the sun, a patchwork of blue and green. A lighthouse stands tall at the edge, its beacon guiding ships safely. The salty breeze carries the sound of distant horns."
62,23,3,19,0.8260869565217391,0.13043478260869565,18,18,0.16666666666666666,11,0,7,14.516129032258064,7.419354838709678,0.967741935483871,6.129032258064516,LongT2IBench,426,"In a cozy kitchen, a cat lounges on a wooden chair, basking in the morning sunlight. Pots hang from hooks above the stove, their surfaces gleaming. A loaf of bread rests on the counter, crumbs scattered around. Fresh herbs sit in a jar by the window, their fragrance mingling with the aroma of coffee. A clock ticks gently, its hands moving slowly."
69,24,10,20,0.8333333333333334,0.4166666666666667,21,21,0.47619047619047616,10,3,8,15.652173913043478,6.956521739130435,2.898550724637681,5.797101449275362,LongT2IBench,427,"In an ancient library, tall shelves hold countless books, their spines lined with gold lettering. A grand chandelier hangs from the ceiling, casting soft light over the room. A scholar reads at a wooden desk, surrounded by scrolls and ink bottles. The floor is covered with a plush rug, its patterns intricate and colorful. Sunlight streams through stained glass windows, painting the walls with hues of red and blue."
63,28,2,20,0.7142857142857143,0.07142857142857142,24,24,0.08333333333333333,10,0,9,15.873015873015872,8.88888888888889,0.6349206349206349,6.349206349206349,LongT2IBench,428,"A bustling city street at twilight with neon signs glowing. People walk briskly along the sidewalk, their shadows stretching. Cars line the road, headlights casting beams into the dusk. Above, skyscrapers reach into the sky, their windows reflecting colors. A street vendor sells food from a cart, steam rising into the cool air. Pigeons peck at crumbs near benches, undisturbed by the noise."
73,30,6,19,0.6333333333333333,0.2,24,24,0.25,7,4,7,15.068493150684931,8.21917808219178,1.643835616438356,5.205479452054794,LongT2IBench,429,"In a vibrant carnival setting, colorful tents line the grassy field, each bustling with activity. A carousel spins slowly, horses adorned with bright paint gliding up and down. Nearby, a clown entertains children, juggling balls that shimmer in the sunlight. Food stalls emanate enticing aromas, with popcorn and candy apples displayed. Ferris wheel towers in the background, lights twinkling as it turns. Musicians play lively tunes, their melodies blending with laughter and conversation."
81,27,5,22,0.8148148148148148,0.18518518518518517,23,23,0.21739130434782608,12,4,7,13.333333333333332,6.666666666666666,1.2345679012345678,5.432098765432098,LongT2IBench,430,"A serene beach at dawn, where waves lap gently against the sand. A lighthouse stands at the edge of the rocky cliffs, its light flashing intermittently. Seagulls circle above, their calls echoing across the water. A lone surfer rides the crest of a wave, silhouetted against the rising sun. Driftwood and seashells are scattered along the shore, while a distant ship sails toward the horizon. The sky is painted with hues of pink and orange, reflecting on the water's surface."
67,23,7,20,0.8695652173913043,0.30434782608695654,20,20,0.35,11,1,7,14.925373134328359,6.865671641791044,2.08955223880597,5.970149253731343,LongT2IBench,431,"In a cozy cafe, a barista crafts an intricate latte, steam rising from the cup. A couple sits at a window table, engrossed in conversation. Shelves lined with books add to the warm atmosphere, while soft jazz plays in the background. A cat naps on a cushioned chair, undisturbed by the patrons. Outside, rain taps gently against the glass, creating a serene ambiance within the bustling city."
